target,params
0.1730172972972973,"{'atr_sl': np.float64(1.1488514854040819), 'atr_tp': np.float64(7.972640367190576), 'lookback': np.float64(7.595702179147151), 'rsi_overbought': np.float64(63.45798127878973), 'rsi_oversold': np.float64(39.0386966968288), 'rsi_period': np.float64(3.236641549733177)}"
0.24581157894736871,"{'atr_sl': np.float64(3.495240085914546), 'atr_tp': np.float64(2.190048010310532), 'lookback': np.float64(4.203925333092057), 'rsi_overbought': np.float64(62.303455784653025), 'rsi_oversold': np.float64(10.467906229061978), 'rsi_period': np.float64(2.0412104555053885)}"
0.220878947368421,"{'atr_sl': np.float64(2.1776651236172166), 'atr_tp': np.float64(7.851922679717708), 'lookback': np.float64(4.673029802500873), 'rsi_overbought': np.float64(65.06480183501756), 'rsi_oversold': np.float64(16.157118891044156), 'rsi_period': np.float64(2.1547789614544346)}"
0.18014513513513492,"{'atr_sl': np.float64(1.5039280415454175), 'atr_tp': np.float64(2.71863983749488), 'lookback': np.float64(3.10973472823106), 'rsi_overbought': np.float64(53.70958365521494), 'rsi_oversold': np.float64(10.23850179429444), 'rsi_period': np.float64(2.5436303954317423)}"
0.05548173913043444,"{'atr_sl': np.float64(2.2919234614474795), 'atr_tp': np.float64(6.416468179070953), 'lookback': np.float64(3.7789655719519675), 'rsi_overbought': np.float64(50.55746886447466), 'rsi_oversold': np.float64(10.377835882647), 'rsi_period': np.float64(13.184168688084114)}"
0.1738848275862066,"{'atr_sl': np.float64(3.4707431808779763), 'atr_tp': np.float64(7.295249605204667), 'lookback': np.float64(9.706813450024256), 'rsi_overbought': np.float64(50.756326995078375), 'rsi_oversold': np.float64(34.501227111228516), 'rsi_period': np.float64(2.1341456026225534)}"
0.10877,"{'atr_sl': np.float64(3.402144715917662), 'atr_tp': np.float64(6.378631778358576), 'lookback': np.float64(9.824123398580992), 'rsi_overbought': np.float64(86.14288527939571), 'rsi_oversold': np.float64(37.546915781465636), 'rsi_period': np.float64(2.051424970790808)}"
0.01051454545454511,"{'atr_sl': np.float64(2.473122071502712), 'atr_tp': np.float64(7.766782543030591), 'lookback': np.float64(4.718977105172234), 'rsi_overbought': np.float64(50.38405754066421), 'rsi_oversold': np.float64(39.68296342224994), 'rsi_period': np.float64(13.033083877395832)}"
0.24158272727272675,"{'atr_sl': np.float64(2.0947407814106085), 'atr_tp': np.float64(3.7422349121267713), 'lookback': np.float64(3.260423326759244), 'rsi_overbought': np.float64(50.55147113021292), 'rsi_oversold': np.float64(33.97623118798877), 'rsi_period': np.float64(2.0196941556261496)}"
-0.11466142857142891,"{'atr_sl': np.float64(3.157970249933405), 'atr_tp': np.float64(7.822798569280702), 'lookback': np.float64(3.7734994317576245), 'rsi_overbought': np.float64(61.332358933085345), 'rsi_oversold': np.float64(10.158030436724736), 'rsi_period': np.float64(6.706906241048982)}"
0.16600103448275894,"{'atr_sl': np.float64(0.8399761136711806), 'atr_tp': np.float64(2.0362662545400103), 'lookback': np.float64(3.7143598117643837), 'rsi_overbought': np.float64(63.19310502607484), 'rsi_oversold': np.float64(18.860197949579863), 'rsi_period': np.float64(2.5215631709615405)}"
0.2494142857142843,"{'atr_sl': np.float64(2.8637157890577543), 'atr_tp': np.float64(7.82355347859245), 'lookback': np.float64(3.276826108157356), 'rsi_overbought': np.float64(70.83987779557351), 'rsi_oversold': np.float64(38.36038312342612), 'rsi_period': np.float64(2.2600225275007286)}"
0.14162857142857055,"{'atr_sl': np.float64(2.433824508119919), 'atr_tp': np.float64(2.1573342005503697), 'lookback': np.float64(9.932681675726444), 'rsi_overbought': np.float64(67.49726593898677), 'rsi_oversold': np.float64(10.679976804582232), 'rsi_period': np.float64(2.0611908077347616)}"
0.26607000000000014,"{'atr_sl': np.float64(1.4271653532844515), 'atr_tp': np.float64(7.458988037104231), 'lookback': np.float64(3.7301382170133444), 'rsi_overbought': np.float64(60.063784583156576), 'rsi_oversold': np.float64(31.171394053679297), 'rsi_period': np.float64(2.1621355488008724)}"
0.2457521052631573,"{'atr_sl': np.float64(2.9596448827546062), 'atr_tp': np.float64(7.747491399659095), 'lookback': np.float64(3.1768928693150276), 'rsi_overbought': np.float64(61.80183344283096), 'rsi_oversold': np.float64(26.23079992352495), 'rsi_period': np.float64(2.1240980746806137)}"
0.24618974358974385,"{'atr_sl': np.float64(3.391487060224546), 'atr_tp': np.float64(7.973479121365601), 'lookback': np.float64(5.621101230335519), 'rsi_overbought': np.float64(55.99667386476736), 'rsi_oversold': np.float64(36.1715814762685), 'rsi_period': np.float64(2.007595081898816)}"
0.22174470588235223,"{'atr_sl': np.float64(1.0065015714767012), 'atr_tp': np.float64(7.821874539115311), 'lookback': np.float64(3.43639127293745), 'rsi_overbought': np.float64(56.103517406920645), 'rsi_oversold': np.float64(39.92451089348104), 'rsi_period': np.float64(2.0850884271306516)}"
0.20927121951219452,"{'atr_sl': np.float64(0.7423607412384213), 'atr_tp': np.float64(7.826700216142524), 'lookback': np.float64(3.0305790218703423), 'rsi_overbought': np.float64(77.6989054368133), 'rsi_oversold': np.float64(39.15148933678968), 'rsi_period': np.float64(2.7476320555337383)}"
0.23019666666666602,"{'atr_sl': np.float64(2.341912426912129), 'atr_tp': np.float64(2.1695888264305316), 'lookback': np.float64(3.37251747290783), 'rsi_overbought': np.float64(69.31326236639447), 'rsi_oversold': np.float64(14.349147814372046), 'rsi_period': np.float64(2.0455063205122364)}"
0.2235341176470585,"{'atr_sl': np.float64(1.4566700350593953), 'atr_tp': np.float64(7.978352192272176), 'lookback': np.float64(7.1034748682265825), 'rsi_overbought': np.float64(65.25874344431361), 'rsi_oversold': np.float64(29.324815787875018), 'rsi_period': np.float64(2.125985595045134)}"
0.1780367213114751,"{'atr_sl': np.float64(0.5096963506460822), 'atr_tp': np.float64(7.9214251155402255), 'lookback': np.float64(3.1168337326367297), 'rsi_overbought': np.float64(53.07209946968054), 'rsi_oversold': np.float64(32.230264508716004), 'rsi_period': np.float64(2.681026624423085)}"
0.2665060465116268,"{'atr_sl': np.float64(2.3870486515355314), 'atr_tp': np.float64(2.7000601213935984), 'lookback': np.float64(3.0023565208735468), 'rsi_overbought': np.float64(86.70914236457733), 'rsi_oversold': np.float64(39.433666088579386), 'rsi_period': np.float64(2.0290970728150644)}"
0.23507999999999907,"{'atr_sl': np.float64(2.5658555866162747), 'atr_tp': np.float64(2.5694426514581377), 'lookback': np.float64(3.213287870477734), 'rsi_overbought': np.float64(89.89958250493865), 'rsi_oversold': np.float64(30.207961284198102), 'rsi_period': np.float64(2.169438085029851)}"
0.24360333333333187,"{'atr_sl': np.float64(2.672288448074421), 'atr_tp': np.float64(2.9504883973504374), 'lookback': np.float64(3.340293437325136), 'rsi_overbought': np.float64(73.00183111579958), 'rsi_oversold': np.float64(39.11504779661996), 'rsi_period': np.float64(2.055387973728233)}"
0.2370243243243237,"{'atr_sl': np.float64(0.6822976325747977), 'atr_tp': np.float64(7.943838697856906), 'lookback': np.float64(4.465680420982741), 'rsi_overbought': np.float64(89.98699982219568), 'rsi_oversold': np.float64(38.1476860960121), 'rsi_period': np.float64(2.00838949827818)}"
0.2514999999999995,"{'atr_sl': np.float64(3.2384408103988056), 'atr_tp': np.float64(6.220589133868209), 'lookback': np.float64(3.182753733669598), 'rsi_overbought': np.float64(69.42752466937779), 'rsi_oversold': np.float64(21.076938510349564), 'rsi_period': np.float64(2.057797678003049)}"
