time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_trade,profit
2025-01-17 05:00:00,16000.0,16050.667706499482,SHORT,1.03033,0.0,1.876581722203088,0.0012798348320926796,10,176.0,0.0
2025-01-17 21:00:00,16416.601142329066,16416.601142329066,NONE,0.0,1.02763,0.0,0.0015233761454789268,10,176.0,416.60114232906466
2025-01-20 13:00:00,16416.601142329066,16633.87946775749,LONG,1.0315,0.0,1.975257503894993,0.0012804814437280302,10,176.41660114232906,0.0
2025-01-21 01:00:00,18332.600921107172,18332.600921107172,NONE,0.0,1.04209,0.0,0.002114284166583803,10,176.41660114232906,1915.9997787781076
2025-01-22 10:00:00,18332.600921107172,18504.495647723554,LONG,1.04118,0.0,1.5211922709413166,0.0016579771549823457,10,178.33260092110717,0.0
2025-01-22 17:00:00,18527.31353178765,18527.31353178765,NONE,0.0,1.04201,0.0,0.0016732904365367011,10,178.33260092110717,194.71261068048057
2025-01-23 12:00:00,18527.31353178765,18516.502512866813,LONG,1.04117,0.0,2.1622037841728727,0.0011688518468894182,10,178.52731353178766,0.0
2025-01-23 14:00:00,18347.850617701326,18347.850617701326,NONE,0.0,1.04037,0.0,0.0011791630720628373,10,178.52731353178766,-179.46291408632388
2025-01-23 16:00:00,18347.850617701326,18314.47386357098,LONG,1.04105,0.0,2.0860471331473853,0.0012212681590745924,10,178.34785061770134,0.0
2025-01-23 18:00:00,18072.492396125872,18072.492396125872,NONE,0.0,1.04196,0.0,0.001614154688181674,10,178.34785061770134,-275.3582215754523
2025-01-23 19:00:00,18072.492396125872,18321.49892394403,LONG,1.04196,0.0,1.575990682393488,0.001671715067597259,10,178.07249239612588,0.0
2025-01-24 01:00:00,18012.60475019491,18012.60475019491,NONE,0.0,1.04157,0.0,0.0013538506268798158,10,178.07249239612588,-59.88764593095994
2025-01-24 05:00:00,18012.60475019491,17963.175691431916,LONG,1.04489,0.0,1.7653235272494467,0.001461225212263498,10,178.0126047501949,0.0
2025-01-24 21:00:00,18829.949543311388,18829.949543311388,NONE,0.0,1.04954,0.0,0.0016404578796583146,10,178.0126047501949,817.3447931164782
2025-01-27 11:00:00,18829.949543311388,18844.420735505682,LONG,1.04879,0.0,1.607910243807798,0.0016074951249014583,10,178.8299495433114,0.0
