time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_trade,profit
2024-07-02 01:00:00,16000.0,15999.998480021437,LONG,599.998,0.0,0.9119825777278112,59.18831772861966,0.1,176.0,0.0
2024-07-02 13:00:00,15994.099522089076,15994.099522089076,NONE,0.0,579.031,0.0,66.61304449197394,0.1,176.0,-5.90047791092417
2024-07-02 20:00:00,15994.099522089076,16027.21743508805,LONG,573.446,0.0,0.7763314197343808,62.182373786060495,0.1,175.99409952208907,0.0
2024-07-02 21:00:00,16027.21743508805,16027.21743508805,NONE,0.0,573.446,0.0,59.56598994419903,0.1,175.99409952208907,33.11791299897433
2024-07-02 22:00:00,16027.21743508805,16107.159724437752,SHORT,573.446,0.0,0.8473132388452144,59.64499066247053,0.1,176.02721743508806,0.0
2024-07-03 01:00:00,16019.684329952082,16019.684329952082,NONE,0.0,524.044,0.0,62.69929463755386,0.1,176.02721743508806,-7.533105135968107
2024-07-03 03:00:00,16019.684329952082,16007.036522498369,LONG,598.999,0.0,0.8292261804301871,64.38758058033982,0.1,176.01968432995207,0.0
2024-07-03 17:00:00,16031.727902746377,16031.727902746377,NONE,0.0,609.995,0.0,76.00393794574013,0.1,176.01968432995207,12.043572794294548
2024-07-03 19:00:00,16031.727902746377,16186.87310905754,SHORT,607.827,0.0,0.7194334657639175,76.90695159607186,0.1,176.03172790274638,0.0
2024-07-03 21:00:00,16096.933438615082,16096.933438615082,NONE,0.0,609.0,0.0,73.87671336600076,0.1,176.03172790274638,65.20553586870433
2024-07-04 09:00:00,16096.933438615082,16096.933438615082,LONG,556.98,0.0,0.8281637777778669,59.203486516467855,0.1,176.09693343861508,0.0
2024-07-04 17:00:00,16094.32618564055,16094.32618564055,NONE,0.0,554.848,0.0,42.86719192173432,0.1,176.09693343861508,-2.6072529745327184
2024-07-05 02:00:00,16094.32618564055,16137.207719565042,SHORT,533.842,0.0,1.6110425924622578,29.119066049530822,0.1,176.09432618564054,0.0
2024-07-05 09:00:00,16203.364552306846,16203.364552306846,NONE,0.0,430.0,0.0,25.948983851737893,0.1,176.09432618564054,109.03836666629724
2024-07-05 11:00:00,16203.364552306846,16372.105819157843,LONG,475.05,0.0,1.5323172074087044,29.676960566039302,0.1,176.20336455230685,0.0
