time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_trade,profit
2025-01-17 00:00:00,16000.0,15952.624495289372,LONG,0.62124,0.0,2.3687752355316496,0.0010348979591836627,10,176.0,0.0
2025-01-17 01:00:00,15952.624495289372,15952.624495289372,NONE,0.0,0.62097,0.0,0.0009981195335276843,10,176.0,-47.37550471062778
2025-01-17 07:00:00,15952.624495289372,15859.505712207043,SHORT,0.61987,0.0,2.516723867090086,0.0009617078512550091,10,175.95262449528937,0.0
2025-01-17 10:00:00,15718.569175649998,15718.569175649998,NONE,0.0,0.62094,0.0,0.0009291370806148949,10,175.95262449528937,-234.0553196393746
2025-01-17 17:00:00,15718.569175649998,15970.465406985802,LONG,0.62061,0.0,2.015169850686471,0.001321706771252897,10,175.71856917565,0.0
2025-01-17 21:00:00,15656.098910278712,15656.098910278712,NONE,0.0,0.6199,0.0,0.001235793864373022,10,175.71856917565,-62.47026537128714
2025-01-20 14:00:00,15656.098910278712,15746.635351846966,LONG,0.62046,0.0,2.382537936007101,0.00104300412287458,10,175.6560989102787,0.0
2025-01-21 01:00:00,17135.654968539107,17135.654968539107,NONE,0.0,0.62806,0.0,0.0016554736522466636,10,175.6560989102787,1479.5560582603948
2025-01-21 15:00:00,17135.654968539107,17342.14760430436,LONG,0.62245,0.0,1.4644867784769409,0.0017409215056713146,10,177.13565496853911,0.0
2025-01-22 01:00:00,17801.996452746123,17801.996452746123,NONE,0.0,0.62619,0.0,0.0014703741719183532,10,177.13565496853911,666.341484207016
2025-01-22 10:00:00,17801.996452746123,18101.552664414467,LONG,0.62586,0.0,2.0517548744406864,0.0012581229376283944,10,177.80199645274612,0.0
2025-01-22 17:00:00,18136.43249727996,18136.43249727996,NONE,0.0,0.62724,0.0,0.0012371061291147792,10,177.80199645274612,334.4360445338361
2025-01-24 05:00:00,18136.43249727996,18159.506977059707,LONG,0.63182,0.0,2.3074479779750146,0.0011298042462217206,10,178.13643249727997,0.0
2025-01-24 13:00:00,18173.351664927544,18173.351664927544,NONE,0.0,0.6314,0.0,0.0011038058409611191,10,178.13643249727997,36.91916764758592
2025-01-24 19:00:00,18173.351664927544,18222.45906144523,SHORT,0.63213,0.0,2.2321543871675953,0.0011145675918680415,10,178.17335166492754,0.0
2025-01-24 21:00:00,18338.531089577937,18338.531089577937,NONE,0.0,0.63142,0.0,0.0010319996072739698,10,178.17335166492754,165.17942465039374
2025-01-27 11:00:00,18338.531089577937,18308.001803699208,LONG,0.6294,0.0,2.3484066060568467,0.001073084645782961,10,178.33853108957794,0.0
2025-01-27 17:00:00,18155.3553743055,18155.3553743055,NONE,0.0,0.62845,0.0,0.0010907221741189637,10,178.33853108957794,-183.17571527243473
2025-01-28 01:00:00,18155.3553743055,19020.208969823972,SHORT,0.62917,0.0,2.6775653112027284,0.0011447675746450055,10,178.1553553743055,0.0
2025-01-28 21:00:00,19320.09628467868,19320.09628467868,NONE,0.0,0.62543,0.0,0.0010189383512672018,10,178.1553553743055,1164.7409103731773
2025-01-29 09:00:00,19320.09628467868,19549.329374625897,SHORT,0.62449,0.0,2.761844457195398,0.000933428135148282,10,179.32009628467867,0.0
2025-01-29 17:00:00,20002.271865605933,20002.271865605933,NONE,0.0,0.6227,0.0,0.0009413089498789301,10,179.32009628467867,682.1755809272556
2025-01-30 00:00:00,20002.271865605933,20012.110388107027,LONG,0.62317,0.0,2.4596306252708344,0.0010593616010879333,10,180.00227186560593,0.0
2025-01-30 05:00:00,20080.980045614597,20080.980045614597,NONE,0.0,0.62318,0.0,0.0009670430232803758,10,180.00227186560593,78.70818000866349
2025-01-30 12:00:00,20080.980045614597,20108.485491058498,SHORT,0.6227,0.0,2.7505445443906233,0.0009063503770450482,10,180.0809800456146,0.0
2025-01-30 13:00:00,20108.485491058498,20108.485491058498,NONE,0.0,0.62267,0.0,0.0008758967786846822,10,180.0809800456146,27.505445443903206
2025-01-31 12:00:00,20108.485491058498,19914.69729401688,LONG,0.62236,0.0,2.4223524630201365,0.0010548829714881719,10,180.1084854910585,0.0
2025-01-31 13:00:00,19914.69729401688,19914.69729401688,NONE,0.0,0.62126,0.0,0.0010245341878104388,10,180.1084854910585,-193.78819704161646
2025-02-03 18:00:00,19914.69729401688,19670.659645457512,LONG,0.61948,0.0,1.257926023501879,0.002076554306351942,10,179.9146972940169,0.0
2025-02-03 19:00:00,19670.659645457512,19670.659645457512,NONE,0.0,0.61788,0.0,0.002123943284469658,10,179.9146972940169,-244.03764855937115
2025-02-05 17:00:00,19670.659645457512,19984.800178771387,LONG,0.62804,0.0,2.34433233816323,0.0011295160280417789,10,179.6706596454575,0.0
2025-02-06 01:00:00,19684.725639486478,19684.725639486478,NONE,0.0,0.62838,0.0,0.0008841762879664469,10,179.6706596454575,14.065994028967419
2025-02-06 18:00:00,19684.725639486478,19609.988541163817,LONG,0.62796,0.0,2.6691820829526516,0.0009629974865181664,10,179.6847256394865,0.0
2025-02-07 05:00:00,20015.70421777261,20015.70421777261,NONE,0.0,0.62872,0.0,0.0008345114382856132,10,179.6847256394865,330.9785782861338
2025-02-07 06:00:00,20015.70421777261,20132.806040920557,SHORT,0.62872,0.0,3.0816269249464723,0.0008249034784080718,10,180.01570421777262,0.0
2025-02-07 09:00:00,20132.806040920557,20132.806040920557,NONE,0.0,0.62871,0.0,0.0007862656494396957,10,180.01570421777262,117.1018231479462
2025-02-10 16:00:00,20132.806040920557,20099.300156922436,LONG,0.62824,0.0,2.393277428436661,0.0010370001048446253,10,180.13280604092057,0.0
2025-02-10 17:00:00,20099.300156922436,20099.300156922436,NONE,0.0,0.62842,0.0,0.0010115000973557246,10,180.13280604092057,-33.5058839981202
2025-02-11 14:00:00,20099.300156922436,20335.037578694628,LONG,0.62739,0.0,2.98401799711653,0.0008920512055175696,10,180.09930015692242,0.0
2025-02-12 05:00:00,21033.2977900199,21033.2977900199,NONE,0.0,0.62994,0.0,0.00085941052822999,10,180.09930015692242,933.9976330974638
2025-02-12 06:00:00,21033.2977900199,21313.158996234426,SHORT,0.62994,0.0,3.009260281876319,0.0008780240619278486,10,181.0332977900199,0.0
2025-02-12 17:00:00,22300.196368689845,22300.196368689845,NONE,0.0,0.62746,0.0,0.0012300959369425286,10,181.0332977900199,1266.8985786699445
2025-02-13 06:00:00,22300.196368689845,22405.815605552998,LONG,0.62896,0.0,2.2960703665902003,0.0011253631530889758,10,182.30019636868985,0.0
2025-02-13 09:00:00,22254.274961358045,22254.274961358045,NONE,0.0,0.62838,0.0,0.0010825374808077573,10,182.30019636868985,-45.92140733179895
2025-02-14 09:00:00,22254.274961358045,22433.701899550233,LONG,0.63214,0.0,2.492040808225039,0.0010501521506019746,10,182.25427496135805,0.0
2025-02-14 21:00:00,23136.457407469705,23136.457407469705,NONE,0.0,0.63586,0.0,0.0009964696721853608,10,182.25427496135805,882.1824461116609
2025-02-17 10:00:00,23136.457407469705,23219.500704570917,SHORT,0.63624,0.0,2.5951030344129875,0.0009861328384560394,10,183.13645740746972,0.0
2025-02-18 09:00:00,23271.4027652592,23271.4027652592,NONE,0.0,0.63548,0.0,0.0010294071153912588,10,183.13645740746972,134.94535778949506
2025-02-18 13:00:00,23271.4027652592,23223.713211657356,SHORT,0.63554,0.0,2.649419644547519,0.0009619022444473689,10,183.2714027652592,0.0
2025-02-18 21:00:00,23483.35633682301,23483.35633682301,NONE,0.0,0.63489,0.0,0.0008459854343468964,10,183.2714027652592,211.9535715638076
2025-02-19 04:00:00,23483.35633682301,23872.72266508655,LONG,0.63507,0.0,3.2719859517943877,0.0008788793827484351,10,183.48335633682302,0.0
2025-02-19 13:00:00,23545.52406990711,23545.52406990711,NONE,0.0,0.6348,0.0,0.0007913728250845735,10,183.48335633682302,62.16773308410105
2025-02-20 05:00:00,23545.52406990711,23677.075142903916,LONG,0.6353,0.0,2.2681219482206925,0.001192053198853974,10,183.54552406990712,0.0
2025-02-21 01:00:00,24568.447068554648,24568.447068554648,NONE,0.0,0.64024,0.0,0.0009983268249154917,10,183.54552406990712,1022.9229986475355
2025-02-25 20:00:00,24568.447068554648,24729.8248466697,LONG,0.63347,0.0,2.645537346148434,0.0010061810739544553,10,184.56844706855463,0.0
2025-02-25 21:00:00,24729.8248466697,24729.8248466697,NONE,0.0,0.63421,0.0,0.0009714538543862853,10,184.56844706855463,161.37777811505433
2025-02-26 20:00:00,24729.8248466697,24940.255344193123,SHORT,0.6316,0.0,2.446866250272132,0.0011157698273895377,10,184.72982484666971,0.0
2025-02-28 21:00:00,27680.74554449791,27680.74554449791,NONE,0.0,0.6198,0.0,0.000927079589263788,10,184.72982484666971,2950.920697828208
2025-03-03 07:00:00,27680.74554449791,27614.001279865573,LONG,0.62196,0.0,2.5670871012443923,0.0010205460229118135,10,187.6807455444979,0.0
2025-03-03 09:00:00,27578.062060448145,27578.062060448145,NONE,0.0,0.62172,0.0,0.0009826136626127412,10,187.6807455444979,-102.68348404976437
2025-03-03 21:00:00,27578.062060448145,27944.665398614172,SHORT,0.6236,0.0,2.581713649056371,0.0010938096060719375,10,187.57806206044813,0.0
2025-03-04 09:00:00,28233.817327308487,28233.817327308487,NONE,0.0,0.6206,0.0,0.0011450192025527636,10,187.57806206044813,655.7552668603433
2025-03-05 16:00:00,28233.817327308487,28634.976756313947,LONG,0.62946,0.0,1.8922614575729146,0.0015067169569327541,10,188.2338173273085,0.0
2025-03-06 09:00:00,29104.257597792017,29104.257597792017,NONE,0.0,0.63322,0.0,0.001365328545975018,10,188.2338173273085,870.4402704835288
2025-03-07 12:00:00,29104.257597792017,29229.08679512951,SHORT,0.63136,0.0,2.4476313203430053,0.0010934503983917748,10,189.104257597792,0.0
2025-03-07 21:00:00,29437.135457358672,29437.135457358672,NONE,0.0,0.63088,0.0,0.0014234364295891851,10,189.104257597792,332.8778595666555
2025-03-10 08:00:00,29437.135457358672,29665.890305405905,LONG,0.63066,0.0,2.2875484804723043,0.0011863875627601418,10,189.43713545735866,0.0
2025-03-10 17:00:00,29679.615596288724,29679.615596288724,NONE,0.0,0.63083,0.0,0.001159824686838328,10,189.43713545735866,242.4801389300528
2025-03-11 11:00:00,29679.615596288724,29797.009294868538,LONG,0.62852,0.0,2.0240292858587745,0.0013238574475513188,10,189.67961559628873,0.0
2025-03-11 17:00:00,29851.658085586725,29851.658085586725,NONE,0.0,0.62696,0.0,0.0013633545576457547,10,189.67961559628873,172.04248929799934
2025-03-12 02:00:00,29851.658085586725,29770.82647223713,LONG,0.62992,0.0,2.020790333739516,0.001284122190898718,10,189.85165808558673,0.0
