time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_trade,profit
2024-07-02 02:00:00,16000.0,15951.482005632302,LONG,63712.6,0.0,5.0,1230.2468190201155,0.1,176.0,0.0
2024-07-02 05:00:00,16002.776557695928,16002.776557695928,NONE,0.0,63712.6,0.0,1139.1451389895024,0.1,176.0,2.7765576959278295
2024-07-02 18:00:00,16002.776557695928,16048.53786961004,LONG,62500.0,0.0,5.0,882.9000264945529,0.1,176.00277655769594,0.0
2024-07-03 01:00:00,16027.477920370522,16027.477920370522,NONE,0.0,62333.4,0.0,913.8023239441309,0.1,176.00277655769594,24.701362674593412
2024-07-03 20:00:00,16027.477920370522,15997.849845481764,LONG,59907.9,0.0,5.0,1143.4870187471547,0.1,176.02747792037053,0.0
2024-07-03 21:00:00,15997.849845481764,15997.849845481764,NONE,0.0,60295.9,0.0,1135.5736602652155,0.1,176.02747792037053,-29.62807488875841
2024-07-04 00:00:00,15997.849845481764,15996.175546803623,SHORT,59706.5,0.0,5.0,1153.4054415461665,0.1,175.99784984548177,0.0
2024-07-04 01:00:00,15996.175546803623,15996.175546803623,NONE,0.0,59453.8,0.0,1175.6407671500122,0.1,175.99784984548177,-1.6742986781411937
2024-07-04 04:00:00,15996.175546803623,15999.442801576148,LONG,59950.0,0.0,5.0,1125.275242503126,0.1,175.9961755468036,0.0
2024-07-04 05:00:00,15999.442801576148,15999.442801576148,NONE,0.0,57911.0,0.0,1194.8484394671887,0.1,175.9961755468036,3.267254772525479
2024-07-04 21:00:00,15999.442801576148,16088.03012457008,LONG,58269.0,0.0,5.0,1255.0366803437407,0.1,175.99944280157615,0.0
2024-07-05 01:00:00,15954.944489741674,15954.944489741674,NONE,0.0,57802.9,0.0,1378.4549387572256,0.1,175.99944280157615,-44.49831183447321
2024-07-05 19:00:00,15954.944489741674,15962.287357651052,LONG,56706.4,0.0,5.0,1338.4673735702902,0.1,175.95494448974168,0.0
2024-07-05 21:00:00,15958.125526883146,15958.125526883146,NONE,0.0,56565.3,0.0,1219.6167659866283,0.1,175.95494448974168,3.181037141472313
2024-07-06 02:00:00,15958.125526883146,16014.07217706201,SHORT,57240.9,0.0,5.0,1187.7922978399504,0.1,175.95812552688315,0.0
2024-07-06 05:00:00,15983.180174810037,15983.180174810037,NONE,0.0,57046.6,0.0,1180.951231178707,0.1,175.95812552688315,25.054647926890425
