symbol,total_profit,num_trades,win_rate,profit_factor,max_drawdown,sharpe,timestamp
EURUSD,-0.0389900000000003,21,0.23809523809523808,0.5139616055846395,-0.049549999996088445,-0.29753322604234805,2025-03-12T21:04:47.284092
