time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_trade,profit
2025-01-17 00:00:00,16000.0,15973.01820504631,LONG,1.22378,0.0,1.1242414564037035,0.00212525510204082,10,176.0,0.0
2025-01-17 01:00:00,15973.01820504631,15973.01820504631,NONE,0.0,1.22347,0.0,0.002004879737609317,10,176.0,-26.98179495369091
2025-01-20 11:00:00,15973.01820504631,16209.730421688884,SHORT,1.21934,0.0,1.5271755912422553,0.001748531472849446,10,175.97301820504632,0.0
2025-01-20 13:00:00,16023.41499955733,16023.41499955733,NONE,0.0,1.22058,0.0,0.001740621525058957,10,175.97301820504632,50.396794511019394
2025-01-20 21:00:00,16023.41499955733,16292.96445617391,LONG,1.23051,0.0,0.8866758441335055,0.0029091507327958705,10,176.02341499955733,0.0
2025-01-21 01:00:00,16176.809920592426,16176.809920592426,NONE,0.0,1.23319,0.0,0.0025580136942779837,10,176.02341499955733,153.3949210350973
2025-01-21 15:00:00,16176.809920592426,16498.278626327552,LONG,1.22448,0.0,0.9482852676552325,0.0027430611712538403,10,176.17680992059243,0.0
2025-01-22 05:00:00,17048.284081567588,17048.284081567588,NONE,0.0,1.23324,0.0,0.0021741244699942375,10,176.17680992059243,871.4741609751616
2025-01-22 11:00:00,17048.284081567588,17351.779604747575,LONG,1.2339,0.0,1.19486426448815,0.0021605786490546666,10,177.0482840815676,0.0
2025-01-22 17:00:00,17014.827882161913,17014.827882161913,NONE,0.0,1.2318500000000001,0.0,0.0021767232759714616,10,177.0482840815676,-33.45619940567513
2025-01-23 08:00:00,17014.827882161913,17062.015564399182,SHORT,1.23117,0.0,1.8149108552785584,0.001381670485391314,10,177.0148278821619,0.0
2025-01-23 09:00:00,17062.015564399182,17062.015564399182,NONE,0.0,1.23051,0.0,0.0013994083078633643,10,177.0148278821619,47.187682237269556
2025-01-23 12:00:00,17062.015564399182,17123.717323786266,LONG,1.23169,0.0,1.7139377607516413,0.0014875437508658094,10,177.0620155643992,0.0
2025-01-24 01:00:00,17636.184714250976,17636.184714250976,NONE,0.0,1.23538,0.0,0.0016751925443604296,10,177.0620155643992,574.1691498517936
2025-01-24 11:00:00,17636.184714250976,17952.973929574026,LONG,1.24043,0.0,1.3480392141405955,0.002076590584053253,10,177.636184714251,0.0
2025-01-24 21:00:00,18670.13079149682,18670.13079149682,NONE,0.0,1.2483,0.0,0.002101499781158798,10,177.636184714251,1033.9460772458456
