symbol,tuning_name,total_profit,num_trades,win_rate,profit_factor,max_drawdown,sharpe,timestamp
EURUSD,Default,-0.004210000000000269,5,0.2,0.4945978391356323,-0.00833000000000017,-5.336104460619828,2025-03-12T23:17:36.684486
EURUSD,Aggressive RSI,-0.007450000000000179,5,0.2,0.3560933448573788,-0.01157000000000008,-8.036082018206024,2025-03-12T23:17:38.739988
EURUSD,Wider TP/SL,-0.005550000000000166,4,0.25,0.4359756097560848,-0.009840000000000071,-6.5317530251125495,2025-03-12T23:17:40.789507
EURUSD,Faster RSI,-0.009139999999999926,7,0.14285714285714285,0.3107088989441897,-0.013259999999999827,-8.84894068848643,2025-03-12T23:17:42.819091
EURUSD,Conservative RSI,-0.0021099999999998342,1,0.0,0.0,-0.0021099999999998342,0.0,2025-03-12T23:17:44.672121
