timestamp,open,high,low,close,volume_btc,volume_usdt,tradecount
2024-01-01 00:00:00,42283.58,42554.57,42261.02,42475.23,1271.68108,53957248.973789,47134
2024-01-01 01:00:00,42475.23,42775.0,42431.65,42613.56,1196.37856,50984893.3481416,50396
2024-01-01 02:00:00,42613.57,42638.41,42500.0,42581.1,685.2198,29167377.9732375,29863
2024-01-01 03:00:00,42581.09,42586.64,42230.08,42330.49,794.80391,33709050.2741136,38620
2024-01-01 04:00:00,42330.5,42399.99,42209.46,42399.99,715.4176,30271621.000739,36038
2024-01-01 05:00:00,42399.98,42406.0,42180.77,42234.01,736.53152,31159533.4764102,32200
2024-01-01 06:00:00,42234.01,42424.82,42208.68,42396.69,601.3725,25454115.8447492,32653
2024-01-01 07:00:00,42396.69,42500.0,42396.68,42492.46,653.67718,27757929.5826532,27661
2024-01-01 08:00:00,42492.46,42556.5,42452.58,42549.99,427.19365,18158032.0713477,25046
2024-01-01 09:00:00,42550.0,42699.32,42537.18,42649.69,879.62491,37495909.1519946,39685
2024-01-01 10:00:00,42649.69,42749.36,42628.0,42691.1,856.81851,36575404.2277785,32952
2024-01-01 11:00:00,42691.1,42762.39,42605.21,42690.2,785.16567,33516541.8167861,39801
2024-01-01 12:00:00,42690.21,42780.0,42611.45,42648.38,785.52851,33542689.8029634,35778
2024-01-01 13:00:00,42648.37,42748.0,42612.76,42715.54,497.2024,21230655.2580876,29662
2024-01-01 14:00:00,42715.54,42715.55,42580.0,42612.24,711.01152,30312550.0545163,35688
2024-01-01 15:00:00,42612.24,42847.07,42586.51,42783.05,942.70163,40272827.0639329,47628
2024-01-01 16:00:00,42783.05,42856.0,42664.42,42725.15,918.71056,39292588.8194273,39979
2024-01-01 17:00:00,42725.15,42824.9,42704.42,42812.7,677.33678,28962179.5203376,29871
2024-01-01 18:00:00,42812.71,43208.86,42812.7,43111.1,2143.30897,92299025.1971326,93970
2024-01-01 19:00:00,43111.1,43550.0,43103.64,43517.99,1947.61533,84416763.6540515,78415
2024-01-01 20:00:00,43517.98,43829.99,43510.71,43687.86,2905.07295,126914170.3804287,88205
2024-01-01 21:00:00,43687.85,43792.59,43480.76,43619.21,1541.59126,67281632.034903,48994
2024-01-01 22:00:00,43619.22,43661.1,43361.6,43529.93,1024.36372,44554969.9325888,39588
2024-01-01 23:00:00,43529.94,44184.1,43529.93,44179.55,3475.97051,152707972.5678915,114796
2024-01-02 00:00:00,44179.55,45200.0,44148.34,45056.0,6986.25967,311922306.3847412,252271
2024-01-02 01:00:00,45056.0,45372.79,44686.0,44855.96,4397.86376,197892745.948532,126411
2024-01-02 02:00:00,44855.96,45381.42,44855.95,45378.96,3016.04235,136077337.261493,84538
2024-01-02 03:00:00,45378.96,45500.0,45131.1,45402.38,2693.12081,122074726.9023818,75577
2024-01-02 04:00:00,45402.38,45468.99,45170.0,45179.8,2268.27572,102738256.4717156,72412
2024-01-02 05:00:00,45179.8,45324.72,45121.96,45179.48,1617.2842,73162843.2093208,56528
2024-01-02 06:00:00,45179.48,45308.15,45130.0,45168.75,1390.33832,62888409.2717238,44142
2024-01-02 07:00:00,45168.75,45643.75,45168.74,45455.53,3112.52478,141383176.0659561,99665
2024-01-02 08:00:00,45455.52,45852.93,45326.6,45759.3,3323.21707,151813235.9887419,114352
2024-01-02 09:00:00,45759.3,45879.63,45631.1,45673.48,2096.46195,95894862.4401988,69466
2024-01-02 10:00:00,45673.48,45711.1,45431.52,45584.99,2069.22249,94321216.3910918,75001
