time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_unit_in_pips,highest_win,highest_loss,profit
2025-01-29 05:00:00,19137.57599999995,19193.575999999925,LONG,1.0434,0.0,1.6,0.0011170825298586905,10,10,1551.9999999999711,-47.999999999994714,0.0
2025-01-29 09:00:00,19190.374399999942,19190.374399999942,NONE,0.0,1.0416,0.0,0.0011176901326346896,10,0,1551.9999999999711,-47.999999999994714,52.79999999999063
2025-01-29 17:00:00,19190.372799999943,19484.77279999992,LONG,1.04011,0.0,1.6,0.001452256015278848,10,10,1551.9999999999711,-47.999999999994714,0.0
2025-01-30 01:00:00,19499.171199999942,19499.171199999942,NONE,0.0,1.04246,0.0,0.0014947845038159513,10,0,1551.9999999999711,-47.999999999994714,308.79999999999797
2025-01-30 04:00:00,19499.169599999943,19452.76959999996,SHORT,1.04201,0.0,1.6,0.0013253066890975484,10,10,1551.9999999999711,-47.999999999994714,0.0
2025-01-30 05:00:00,19452.76799999996,19452.76799999996,NONE,0.0,1.0425200000000001,0.0,0.0012599276398762966,10,0,1551.9999999999711,-47.999999999994714,-46.39999999998423
2025-01-30 08:00:00,19452.76639999996,19324.766399999975,LONG,1.0422,0.0,1.6,0.0011844901693907463,10,10,1551.9999999999711,-47.999999999994714,0.0
2025-01-30 09:00:00,19324.764799999975,19324.764799999975,NONE,0.0,1.0424,0.0,0.0012034551572914036,10,0,1551.9999999999711,-127.9999999999859,-127.9999999999859
2025-01-30 15:00:00,19324.763199999976,20179.16319999996,LONG,1.04034,0.0,1.6,0.001616962752327698,10,10,1551.9999999999711,-127.9999999999859,0.0
2025-01-30 21:00:00,19671.961599999977,19671.961599999977,NONE,0.0,1.0428,0.0,0.0016585038833202817,10,0,1551.9999999999711,-127.9999999999859,347.20000000000084
2025-01-31 11:00:00,19671.959999999977,19684.75999999999,SHORT,1.03844,0.0,1.6,0.00163299034921921,10,10,1551.9999999999711,-127.9999999999859,0.0
2025-01-31 17:00:00,19923.15839999999,19923.15839999999,NONE,0.0,1.03965,0.0,0.001713496239944208,10,0,1551.9999999999711,-127.9999999999859,251.2000000000114
2025-01-31 18:00:00,19923.15679999999,19975.95679999998,LONG,1.03965,0.0,1.6,0.0017446750799481844,10,10,1551.9999999999711,-127.9999999999859,0.0
2025-01-31 21:00:00,19499.155199999983,19499.155199999983,NONE,0.0,1.03763,0.0,0.0021653429849293666,10,0,1551.9999999999711,-424.0000000000066,-424.0000000000066
2025-02-03 13:00:00,19499.153599999983,19636.753599999996,LONG,1.02437,0.0,1.6,0.002641403553427464,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-04 05:00:00,20755.15199999997,20755.15199999997,NONE,0.0,1.03147,0.0,0.0025093129232046925,10,0,1551.9999999999711,-424.0000000000066,1255.999999999986
2025-02-04 09:00:00,20755.15039999997,20831.950399999976,LONG,1.03068,0.0,1.6,0.0023513306018234114,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-05 01:00:00,21884.74879999998,21884.74879999998,NONE,0.0,1.03715,0.0,0.0016348382816648386,10,0,1551.9999999999711,-424.0000000000066,1129.6000000000106
2025-02-05 09:00:00,21884.74719999998,22164.747199999965,LONG,1.03851,0.0,1.6,0.0015145229401476537,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-05 21:00:00,22372.74559999998,22372.74559999998,NONE,0.0,1.04072,0.0,0.0016015003335837095,10,0,1551.9999999999711,-424.0000000000066,487.99999999999955
2025-02-06 17:00:00,22372.74399999998,22487.94399999999,LONG,1.03623,0.0,1.6,0.0012591017327982302,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-07 05:00:00,22723.142399999968,22723.142399999968,NONE,0.0,1.03799,0.0,0.0010729817057014918,10,0,1551.9999999999711,-424.0000000000066,350.3999999999863
2025-02-07 10:00:00,22723.14079999997,22860.740799999945,LONG,1.03892,0.0,1.6,0.001063839186155737,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-07 13:00:00,22599.939199999943,22599.939199999943,NONE,0.0,1.03825,0.0,0.0010391999606356064,10,0,1551.9999999999711,-424.0000000000066,-123.20000000002551
2025-02-10 11:00:00,22599.937599999943,22673.537599999963,LONG,1.03222,0.0,1.6,0.0016419325520618687,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-10 17:00:00,22425.535999999975,22425.535999999975,NONE,0.0,1.03153,0.0,0.0015382195555855422,10,0,1551.9999999999711,-424.0000000000066,-174.39999999997013
2025-02-12 04:00:00,22425.534399999975,22454.33439999995,LONG,1.03607,0.0,1.6,0.0010384018852862718,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-12 05:00:00,22454.33279999995,22454.33279999995,NONE,0.0,1.03621,0.0,0.0010128017506229677,10,0,1551.9999999999711,-424.0000000000066,28.799999999975512
2025-02-12 17:00:00,22454.33119999995,22851.13119999992,LONG,1.03499,0.0,1.6,0.0016516863910225302,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-13 01:00:00,22988.729599999933,22988.729599999933,NONE,0.0,1.03924,0.0,0.001772967333045937,10,0,1551.9999999999711,-424.0000000000066,534.3999999999837
2025-02-13 12:00:00,22988.727999999934,22873.527999999926,LONG,1.04231,0.0,1.6,0.0015721905168404157,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-13 13:00:00,22873.526399999926,22873.526399999926,NONE,0.0,1.04033,0.0,0.0017091769084946714,10,0,1551.9999999999711,-424.0000000000066,-115.20000000000863
2025-02-13 17:00:00,22873.524799999926,23411.124799999932,LONG,1.03999,0.0,1.6,0.00197123390471459,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-14 05:00:00,23783.92319999992,23783.92319999992,NONE,0.0,1.04589,0.0,0.0017479913442477132,10,0,1551.9999999999711,-424.0000000000066,910.3999999999957
2025-02-14 09:00:00,23783.92159999992,23883.121599999933,LONG,1.04586,0.0,1.6,0.0015628503952274894,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-14 21:00:00,24516.719999999925,24516.719999999925,NONE,0.0,1.04987,0.0,0.0015890563660820498,10,0,1551.9999999999711,-424.0000000000066,732.8000000000045
2025-02-17 17:00:00,24516.718399999925,24537.51839999992,LONG,1.04784,0.0,1.6,0.0012085005150858977,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-18 01:00:00,24542.316799999917,24542.316799999917,NONE,0.0,1.04851,0.0,0.0009280482709582427,10,0,1551.9999999999711,-424.0000000000066,25.599999999990075
2025-02-19 09:00:00,24542.315199999917,24603.115199999924,SHORT,1.04551,0.0,1.6,0.0008771773540129852,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-20 01:00:00,25039.91359999991,25039.91359999991,NONE,0.0,1.04209,0.0,0.0010468398899116478,10,0,1551.9999999999711,-424.0000000000066,497.5999999999914
2025-02-20 03:00:00,25039.91199999991,24910.311999999914,LONG,1.04294,0.0,1.6,0.0010737037826278983,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-21 01:00:00,26127.910399999895,26127.910399999895,NONE,0.0,1.05003,0.0,0.0012295253836089707,10,0,1551.9999999999711,-424.0000000000066,1087.9999999999868
2025-02-25 11:00:00,26127.908799999896,26177.5087999999,LONG,1.04701,0.0,1.6,0.001138682383821113,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-26 05:00:00,26711.907199999885,26711.907199999885,NONE,0.0,1.05047,0.0,0.001108112500150781,10,0,1551.9999999999711,-424.0000000000066,583.999999999989
2025-02-26 20:00:00,26711.905599999885,26779.105599999864,SHORT,1.04924,0.0,1.6,0.001567585103424292,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-27 09:00:00,27043.10399999989,27043.10399999989,NONE,0.0,1.04753,0.0,0.0011760280007589857,10,0,1551.9999999999711,-424.0000000000066,331.2000000000026
2025-02-27 13:00:00,27043.10239999989,27131.10239999986,SHORT,1.04815,0.0,1.6,0.001141621869264798,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-02-28 09:00:00,28542.30079999987,28542.30079999987,NONE,0.0,1.03962,0.0,0.0012177096531412307,10,0,1551.9999999999711,-424.0000000000066,1499.1999999999805
2025-03-03 12:00:00,28542.29919999987,28777.499199999882,LONG,1.04273,0.0,1.6,0.0014713682295740785,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-03-04 01:00:00,29502.29759999987,29502.29759999987,NONE,0.0,1.04857,0.0,0.0016281822745858325,10,0,1551.9999999999711,-424.0000000000066,960.0000000000009
2025-03-04 18:00:00,29502.29599999987,29619.095999999856,LONG,1.05264,0.0,1.6,0.002050534677543371,10,10,1551.9999999999711,-424.0000000000066,0.0
2025-03-06 09:00:00,33926.29439999986,33926.29439999986,NONE,0.0,1.07993,0.0,0.002145429455056211,10,0,4423.999999999992,-424.0000000000066,4423.999999999992
2025-03-06 14:00:00,33926.29279999986,33942.29279999986,LONG,1.07992,0.0,1.6,0.0021368099204501466,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-06 17:00:00,34534.29119999986,34534.29119999986,NONE,0.0,1.08173,0.0,0.0025669465726053183,10,0,4423.999999999992,-424.0000000000066,608.0000000000041
2025-03-06 18:00:00,34534.28959999986,34531.089599999876,SHORT,1.08173,0.0,1.6,0.002542878960276364,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-07 05:00:00,34822.28799999986,34822.28799999986,NONE,0.0,1.08058,0.0,0.002089360996643571,10,0,4423.999999999992,-424.0000000000066,288.0000000000038
2025-03-07 15:00:00,34822.28639999986,34668.686399999846,LONG,1.08545,0.0,1.6,0.0021165969779614767,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-07 17:00:00,34809.484799999846,34809.484799999846,NONE,0.0,1.08699,0.0,0.0024370657616096377,10,0,4423.999999999992,-424.0000000000066,-12.800000000012801
2025-03-07 19:00:00,34809.48319999984,35055.88319999982,SHORT,1.08588,0.0,1.6,0.0025662454781226027,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-07 21:00:00,35108.68159999984,35108.68159999984,NONE,0.0,1.08427,0.0,0.0024159973765444883,10,0,4423.999999999992,-424.0000000000066,299.2000000000061
2025-03-10 13:00:00,35108.67999999984,35268.679999999826,LONG,1.08512,0.0,1.6,0.002135391090742775,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-10 21:00:00,34767.878399999805,34767.878399999805,NONE,0.0,1.08297,0.0,0.002151209122320945,10,0,4423.999999999992,-424.0000000000066,-340.80000000002997
2025-03-11 10:00:00,34767.8767999998,35315.0767999998,LONG,1.08565,0.0,1.6,0.0020176380273353002,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-12 01:00:00,35625.475199999804,35625.475199999804,NONE,0.0,1.09158,0.0,0.0017880013881455801,10,0,4423.999999999992,-424.0000000000066,857.600000000005
2025-03-12 09:00:00,35625.4735999998,35444.67359999979,LONG,1.09036,0.0,1.6,0.0014158910171312314,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-12 13:00:00,35799.87199999981,35799.87199999981,NONE,0.0,1.09063,0.0,0.00149174441223148,10,0,4423.999999999992,-424.0000000000066,174.40000000000566
2025-03-12 20:00:00,35799.8703999998,35782.2703999998,SHORT,1.09059,0.0,1.6,0.0018251210180866525,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-12 21:00:00,35782.268799999794,35782.268799999794,NONE,0.0,1.08847,0.0,0.001908326659651879,10,0,4423.999999999992,-424.0000000000066,-17.60000000000872
2025-03-13 08:00:00,35782.26719999979,35654.267199999806,LONG,1.08934,0.0,1.6,0.001365696532583581,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-13 09:00:00,35654.2655999998,35654.2655999998,NONE,0.0,1.08747,0.0,0.0013845753516847552,10,0,4423.999999999992,-424.0000000000066,-127.9999999999859
2025-03-14 00:00:00,35654.2639999998,35649.4639999998,LONG,1.08514,0.0,1.6,0.0017203431343405136,10,10,4423.999999999992,-424.0000000000066,0.0
2025-03-14 01:00:00,35649.4623999998,35649.4623999998,NONE,0.0,1.08525,0.0,0.0016296043390304812,10,0,4423.999999999992,-424.0000000000066,-4.799999999995919
