time,balance,equity,position,entry_price,exit_price,units,atr,pip_value,risk_per_unit_in_pips,highest_win,highest_loss,profit
2025-01-16 02:00:00,15999.9984,16047.998399999995,LONG,0.62354,0.0,1.6,0.0013636224489795858,10,10,0.0,0.0,0.0
2025-01-16 05:00:00,15681.59680000001,15681.59680000001,NONE,0.0,0.62106,0.0,0.0013370001896531195,10,0,0.0,-318.3999999999898,-318.3999999999898
2025-01-16 16:00:00,15681.59520000001,15675.195200000004,LONG,0.62068,0.0,1.6,0.001183023033487574,10,10,0.0,-318.3999999999898,0.0
2025-01-17 01:00:00,15739.193600000015,15739.193600000015,NONE,0.0,0.62097,0.0,0.001040191205126479,10,0,57.600000000004314,-318.3999999999898,57.600000000004314
2025-01-17 07:00:00,15739.192000000015,15679.992000000018,SHORT,0.61987,0.0,1.6,0.0009886778960383937,10,10,57.600000000004314,-318.3999999999898,0.0
2025-01-17 17:00:00,15620.790400000022,15620.790400000022,NONE,0.0,0.62186,0.0,0.0013345606687960362,10,0,57.600000000004314,-318.3999999999898,-118.39999999999407
2025-01-20 14:00:00,15620.788800000022,15681.588800000012,LONG,0.62046,0.0,1.6,0.0010457152912067647,10,10,57.600000000004314,-318.3999999999898,0.0
2025-01-21 01:00:00,16614.387200000012,16614.387200000012,NONE,0.0,0.62806,0.0,0.0016566734967492056,10,0,993.59999999999,-318.3999999999898,993.59999999999
2025-01-21 15:00:00,16614.385600000012,16839.985600000015,LONG,0.62245,0.0,1.6,0.001741346652945339,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-22 01:00:00,17342.38400000002,17342.38400000002,NONE,0.0,0.62619,0.0,0.0014705767967024407,10,0,993.59999999999,-318.3999999999898,728.0000000000086
2025-01-22 10:00:00,17342.38240000002,17575.982400000023,LONG,0.62586,0.0,1.6,0.0012582269369280565,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-22 17:00:00,17603.180800000024,17603.180800000024,NONE,0.0,0.62724,0.0,0.0012371680358115038,10,0,993.59999999999,-318.3999999999898,260.80000000000325
2025-01-24 05:00:00,17603.179200000024,17619.179200000024,LONG,0.63182,0.0,1.6,0.0011298085424666221,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-24 13:00:00,17628.777600000016,17628.777600000016,NONE,0.0,0.6314,0.0,0.0011038082156764873,10,0,993.59999999999,-318.3999999999898,25.599999999990075
2025-01-24 19:00:00,17628.776000000016,17663.976000000017,SHORT,0.63213,0.0,1.6,0.0011145691141793116,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-24 21:00:00,17747.17440000001,17747.17440000001,NONE,0.0,0.63142,0.0,0.0010320009198790956,10,0,993.59999999999,-318.3999999999898,118.39999999999407
2025-01-27 11:00:00,17747.17280000001,17726.372800000016,LONG,0.6294,0.0,1.6,0.0010730851108853056,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-27 17:00:00,17622.371200000012,17622.371200000012,NONE,0.0,0.62845,0.0,0.0010907224722728184,10,0,993.59999999999,-318.3999999999898,-124.80000000000047
2025-01-28 01:00:00,17622.369600000013,18139.169600000005,SHORT,0.62917,0.0,1.6,0.0011447677394471893,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-28 21:00:00,18318.368000000006,18318.368000000006,NONE,0.0,0.62543,0.0,0.0010189383887014654,10,0,993.59999999999,-318.3999999999898,695.9999999999944
2025-01-29 09:00:00,18318.366400000006,18451.166400000006,SHORT,0.62449,0.0,1.6,0.0009334281505317088,10,10,993.59999999999,-318.3999999999898,0.0
2025-01-29 17:00:00,18713.564800000004,18713.564800000004,NONE,0.0,0.6227,0.0,0.0009413089583819974,10,0,993.59999999999,-318.3999999999898,395.19999999999555
