symbol,total_profit,num_trades,win_rate,profit_factor,max_drawdown,sharpe,timestamp
EURUSD,19649.59999999983,43,0.7209302325581395,13.570112589559697,-0.039486291466731445,10.699460309557317,2025-03-14T00:00:45.449824
GBPUSD,22280.00000000009,47,0.8297872340425532,14.062851782363891,-0.044268512159665964,12.96507014822678,2025-03-14T00:00:47.623569
USDJPY,22662.880177770596,42,0.7380952380952381,11.21487076643046,-0.06239725773344908,8.714255085876324,2025-03-14T00:00:49.686758
AUDUSD,9836.800000000017,39,0.7692307692307693,10.90016103059593,-0.02991067097813159,9.618761305651528,2025-03-14T00:00:51.737269
